ID,Site,Period,species,Nr
5691,56,5,Pachycnemia hippocastanaria,2
5692,56,5,Rhodostrophia vibicaria,1
5693,56,5,Rhodostrophia calabra,1
5694,56,5,Perconia baeticaria,1
5695,53,5,Alcis repandata,1
5696,53,5,Caradrina AGGseliniwullschlegeli,2
5697,53,5,Gymnoscelis rufifasciata,1
5698,53,5,Meganola strigula,3
5699,53,5,Cleorodes lichenaria,1
5700,52,5,Idaea degeneraria,1
5701,52,5,Idaea subsericeata,1
5702,52,5,Pseudoterpna coronillaria,1
5703,52,5,Eupithecia scopariata,2
5704,52,5,Lycophotia erythrina,4
5705,52,5,Caradrina AGGseliniwullschlegeli,1
5706,52,5,Pachycnemia hippocastanaria,1
5707,52,5,Meganola strigula,2
5708,52,5,Cyclophora puppillaria,1
5709,52,5,Catocala promissa,1
5710,52,5,Menophra abruptaria,1
5711,52,5,Polia nebulosa,1
5712,52,5,Lycophotia porphyrea,1
5713,50,5,Idaea deversaria,1
5714,50,5,Charanyca ferruginea,1
5715,50,5,Peribatodes rhomboidaria,1
5716,50,5,Eupithecia scopariata,2
5717,50,5,Gymnoscelis rufifasciata,1
5718,50,5,Conisania andalusica,1
5719,50,5,Caradrina AGGseliniwullschlegeli,1
5720,50,5,Pachycnemia hippocastanaria,1
5721,50,5,Aplocera efformata,1
5722,50,5,Rhodostrophia calabra,1
5723,50,5,Scopula imitaria,1
5724,50,5,Idaea contiguaria,1
5725,51,5,Gymnoscelis rufifasciata,1
5726,51,5,Lycophotia erythrina,1
5727,51,5,Caradrina AGGseliniwullschlegeli,1
5728,51,5,Pachycnemia hippocastanaria,1
5729,51,5,Meganola strigula,1
5730,51,5,Rhodostrophia calabra,1
5731,51,5,Idaea contiguaria,1
5732,51,5,Noctua pronuba,1
5733,49,5,Lycophotia erythrina,2
5734,49,5,Autographa gamma,1
5735,49,5,Apamea monoglypha,1
5736,48,5,Lycophotia erythrina,1
5737,48,5,Idaea contiguaria,1
5738,48,5,Camptogramma bilineata,1
5739,48,5,Gymnoscelis rufifasciata,1
5740,48,5,Scopula imitaria,1
5741,48,5,Eupithecia scopariata,1
5742,48,5,Atlantarctia tigrina,1
5743,45,5,Idaea contiguaria,1
5744,45,5,Cleonymia diffluens,1
5745,46,5,Apamea monoglypha,1
5746,46,5,Atlantarctia tigrina,1
5747,46,5,Pachycnemia hippocastanaria,1
5748,46,5,Lycophotia molothina,1
5749,43,5,Lycophotia erythrina,1
5750,43,5,Eupithecia scopariata,1
5751,43,5,Polia nebulosa,1
5752,43,5,Agrotis segetum,1
5753,43,5,Caradrina AGGseliniwullschlegeli,1
5754,43,5,Lycophotia porphyrea,1
5755,43,5,Xestia c-nigrum,1
5756,43,5,Rhoptria asperaria,1
5757,43,5,Aplocera efformata,1
5758,43,5,Peridroma saucia,1
5759,44,5,Lycophotia erythrina,1
5760,44,5,Pachycnemia hippocastanaria,1
5761,44,5,Lycophotia molothina,1
5762,44,5,Menophra nycthemeraria,1
5763,44,5,Calophasia platyptera,1
5764,47,5,Caradrina AGGseliniwullschlegeli,1
5765,47,5,Noctua pronuba,2
5766,47,5,Peridroma saucia,1
5767,7,6,Isturgia miniosaria,3
5768,7,6,Coscinia cribraria,9
5769,7,6,Pachycnemia hippocastanaria,14
5770,7,6,Eugnorisma glareosa,8
5771,7,6,Thalpophila vitalba,9
5772,7,6,Pachycnemia tibiaria,2
5773,7,6,Xestia xanthographa,20
5774,7,6,Xestia agathina,14
5775,7,6,Luperina testacea,12
5776,7,6,Eilema pygmaeola,6
5777,7,6,Noctua pronuba,6
5778,7,6,Tholera decimalis,6
5779,7,6,Xestia castanea,1
5780,7,6,Leucania putrescens,2
5781,7,6,Mythimna ferrago,3
5782,7,6,Gymnoscelis rufifasciata,2
5783,7,6,Mythimna vitellina,2
5784,7,6,Trigonophora haasi,1
5785,7,6,Peridroma saucia,1
5786,7,6,Epirrhoe alternataE,1
5787,7,6,Noctua interjecta,3
5788,7,6,Phragmatobia fuliginosa,2
5789,7,6,Xestia baja,1
5790,7,6,Idaea contiguaria,1
5791,7,6,Scotopteryx peribolata,2
5792,7,6,Lycophotia porphyrea,1
5793,7,6,Agrotis exclamationis,1
5794,7,6,Stilbia AGGanomalaandalusiaca,1
5795,7,6,Pseudoterpna coronillaria,1
5796,7,6,Rhoptria asperaria,1
5797,7,6,Peribatodes ilicaria,2
5798,7,6,Selidosema pyrenaearia,1
5799,7,6,Hoplodrina hesperica,2
5800,7,6,Hoplodrina ambigua,1
5801,7,6,Eupithecia nanata,1
5802,7,6,Eilema complana,2
5803,7,6,Cyclophora puppillaria,1
5804,7,6,Cyclophora punctaria,1
5805,7,6,Charissa obscurata,1
5806,7,6,Diarsia guadarramensis,1
5807,7,6,Nychiodes andalusiaria,1
5808,7,6,Euxoa tritici,2
5809,5,6,Isturgia miniosaria,6
5810,5,6,Coscinia cribraria,1
5811,5,6,Pachycnemia hippocastanaria,2
5812,5,6,Eugnorisma glareosa,1
5813,5,6,Thalpophila vitalba,2
5814,5,6,Pachycnemia tibiaria,5
5815,5,6,Xestia xanthographa,14
5816,5,6,Xestia agathina,2
5817,5,6,Tholera decimalis,2
5818,5,6,Mythimna ferrago,2
5819,5,6,Trigonophora haasi,1
5820,5,6,Epirrhoe alternataE,3
5821,5,6,Phragmatobia fuliginosa,1
5822,5,6,Idaea contiguaria,2
5823,5,6,Stilbia AGGanomalaandalusiaca,1
5824,5,6,Scotopteryx coelinaria,1
5825,5,6,Selidosema taeniolaria,1
5826,5,6,Caradrina clavipalpis,1
5827,5,6,Caradrina flavirena,1
5828,5,6,Acronicta auricoma,1
5829,1,6,Isturgia miniosaria,2
5830,1,6,Pachycnemia hippocastanaria,6
5831,1,6,Eugnorisma glareosa,2
5832,1,6,Pachycnemia tibiaria,2
5833,1,6,Xestia xanthographa,10
5834,1,6,Xestia agathina,10
5835,1,6,Luperina testacea,7
5836,1,6,Noctua pronuba,2
5837,1,6,Tholera decimalis,1
5838,1,6,Mythimna ferrago,2
5839,1,6,Gymnoscelis rufifasciata,4
5840,1,6,Mythimna vitellina,6
5841,1,6,Trigonophora haasi,3
5842,1,6,Phragmatobia fuliginosa,1
5843,1,6,Xestia baja,3
5844,1,6,Lycophotia porphyrea,1
5845,1,6,Pseudoterpna coronillaria,1
5846,1,6,Falcaria lacertinaria,1
5847,1,6,Autographa gamma,1
5848,1,6,Hoplodrina ambigua,2
5849,1,6,Noctua comes,2
5850,1,6,Peribatodes rhomboidaria,1
5851,1,6,Mythimna conigera,1
5852,1,6,Habrosyne pyritoides,1
5853,1,6,Agrotis segetum,1
5854,1,6,Euplexia lucipara,1
5855,1,6,Abraxas grossulariata,1
5856,1,6,Luperina nickerlii,1
5857,1,6,Hoplodrina hesperica,1
5858,1,6,Mesoligia furuncula,1
5859,1,6,Epirrhoe alternataE,1
5860,1,6,Eilema complana,3
5861,3,6,Isturgia miniosaria,1
5862,3,6,Coscinia cribraria,2
5863,3,6,Pachycnemia hippocastanaria,6
5864,3,6,Eugnorisma glareosa,6
5865,3,6,Thalpophila vitalba,2
5866,3,6,Pachycnemia tibiaria,2
5867,3,6,Xestia xanthographa,10
5868,3,6,Xestia agathina,13
5869,3,6,Eilema pygmaeola,1
5870,3,6,Noctua pronuba,4
5871,3,6,Tholera decimalis,3
5872,3,6,Mythimna ferrago,6
5873,3,6,Gymnoscelis rufifasciata,2
5874,3,6,Mythimna vitellina,20
5875,3,6,Trigonophora haasi,2
5876,3,6,Peridroma saucia,1
5877,3,6,Phragmatobia fuliginosa,1
5878,3,6,Xestia baja,5
5879,3,6,Lycophotia porphyrea,1
5880,3,6,Stilbia AGGanomalaandalusiaca,1
5881,3,6,Scotopteryx coelinaria,2
5882,3,6,Hoplodrina ambigua,6
5883,3,6,Peribatodes rhomboidaria,1
5884,3,6,Agrotis segetum,4
5885,3,6,Abraxas grossulariata,1
5886,3,6,Colocasia coryli,1
5887,3,6,Ennomos alniaria,1
5888,3,6,Macaria alternataM,1
5889,3,6,Phlogophora meticulosa,1
5890,3,6,Lasiocampa trifolii,1
5891,3,6,Arctia caja,1
5892,3,6,Denticucullus pygmina,1
5893,3,6,Hoplodrina hesperica,3
5894,3,6,Crocallis albarracina,1
5895,3,6,Selidosema taeniolaria,1
5896,3,6,Peribatodes ilicaria,1
5897,3,6,Idaea contiguaria,1
5898,3,6,Rhodometra sacraria,1
5899,3,6,Luperina testacea,1
5900,3,6,Polymixis lichenea,1
5901,3,6,Antitype chi,1
5902,3,6,Noctua janthe,1
5903,3,6,Eilema uniola,1
5904,3,6,Eilema complana,4
5905,6,6,Isturgia miniosaria,4
5906,6,6,Mythimna vitellina,11
5907,6,6,Trigonophora haasi,3
5908,6,6,Eugnorisma glareosa,5
5909,6,6,Noctua interjecta,1
5910,6,6,Antitype chi,1
5911,6,6,Luperina testacea,6
5912,6,6,Xestia agathina,10
5913,6,6,Xestia xanthographa,26
5914,6,6,Rhoptria asperaria,1
5915,6,6,Omphaloscelis lunosa,1
5916,6,6,Autographa gamma,1
5917,6,6,Agrotis segetum,2
5918,6,6,Xestia baja,8
5919,6,6,Noctua pronuba,4
5920,6,6,Scotopteryx coelinaria,1
5921,6,6,Pachycnemia tibiaria,1
5922,6,6,Phragmatobia fuliginosa,5
5923,6,6,Coscinia cribraria,2
5924,6,6,Idaea contiguaria,1
5925,6,6,Peribatodes rhomboidaria,1
5926,6,6,Agrotis ipsilon,1
5927,6,6,Pachycnemia hippocastanaria,6
5928,6,6,Thalpophila vitalba,1
5929,6,6,Lycophotia erythrina,1
5930,6,6,Stilbia AGGanomalaandalusiaca,2
5931,6,6,Apamea monoglypha,1
5932,6,6,Mythimna ferrago,2
5933,6,6,Epirrhoe alternataE,1
5934,6,6,Selidosema taeniolaria,3
5935,6,6,Peribatodes ilicaria,1
5936,6,6,Epirrhoe galiata,1
5937,6,6,Hoplodrina hesperica,1
5938,6,6,Amphipyra pyramidea,1
5939,6,6,Cyclophora punctaria,1
5940,6,6,Eilema caniola,1
5941,6,6,Eilema complana,1
5942,6,6,Agrotis trux,5
5943,2,6,Isturgia miniosaria,3
5944,2,6,Mythimna vitellina,61
5945,2,6,Trigonophora haasi,5
5946,2,6,Eugnorisma glareosa,9
5947,2,6,Noctua interjecta,1
5948,2,6,Luperina testacea,3
5949,2,6,Xestia agathina,28
5950,2,6,Xestia xanthographa,43
5951,2,6,Rhoptria asperaria,1
5952,2,6,Autographa gamma,8
5953,2,6,Agrotis segetum,9
5954,2,6,Agrotis trux,42
5955,2,6,Xestia baja,8
5956,2,6,Noctua pronuba,53
5957,2,6,Scotopteryx coelinaria,1
5958,2,6,Pachycnemia tibiaria,1
5959,2,6,Coscinia cribraria,4
5960,2,6,Agrotis ipsilon,4
5961,2,6,Pachycnemia hippocastanaria,11
5962,2,6,Lycophotia erythrina,1
5963,2,6,Stilbia AGGanomalaandalusiaca,3
5964,2,6,Selidosema taeniolaria,2
5965,2,6,Peribatodes ilicaria,1
5966,2,6,Pseudoterpna coronillaria,1
5967,2,6,Hoplodrina ambigua,10
5968,2,6,Thalpophila vitalba,6
5969,2,6,Xestia castanea,1
5970,2,6,Menophra abruptaria,1
5971,2,6,Cosmorhoe ocellata,1
5972,2,6,Peridroma saucia,2
5973,2,6,Lycophotia porphyrea,1
5974,2,6,Eilema pygmaeola,2
5975,2,6,Gymnoscelis rufifasciata,2
5976,2,6,Euxoa tritici,2
5977,2,6,Jodis lactearia,1
5978,2,6,Hoplodrina hesperica,4
5979,2,6,Watsonalla AGGuncinulabinaria,1
5980,2,6,Helicoverpa armigera,1
5981,2,6,Polymixis xanthomista,1
5982,2,6,Leucania loreyi,1
5983,2,6,Luperina nickerlii,1
5984,2,6,Eilema complana,7
5985,4,6,Trigonophora haasi,3
5986,4,6,Isturgia miniosaria,1
5987,4,6,Mesotype didymata,1
5988,4,6,Luperina testacea,1
5989,19,6,Isturgia miniosaria,5
5990,19,6,Gymnoscelis rufifasciata,16
5991,19,6,Phragmatobia fuliginosa,2
5992,19,6,Pachycnemia hippocastanaria,5
5993,19,6,Coscinia cribraria,4
5994,19,6,Peribatodes rhomboidaria,1
5995,19,6,Tholera decimalis,1
5996,19,6,Eilema complana,8
5997,19,6,Luperina nickerlii,1
5998,19,6,Phlogophora meticulosa,1
5999,19,6,Stilbia AGGanomalaandalusiaca,1
6000,19,6,Luperina testacea,26
6001,19,6,Eugnorisma glareosa,1
6002,19,6,Trigonophora haasi,1
6003,19,6,Xestia xanthographa,17
6004,19,6,Mythimna vitellina,1
6005,19,6,Leucania putrescens,1
6006,19,6,Noctua comes,1
6007,19,6,Xestia agathina,3
6008,19,6,Rhoptria asperaria,1
6009,19,6,Menophra abruptaria,1
6010,19,6,Agrotis trux,5
6011,19,6,Thalpophila vitalba,2
6012,19,6,Mesapamea secalis,1
6013,19,6,Leucochlaena oditis,3
6014,19,6,Hoplodrina hesperica,1
6015,19,6,Mythimna ferrago,3
6016,19,6,Noctua interjecta,1
6017,19,6,Pseudoterpna coronillaria,1
6018,19,6,Cosmorhoe ocellata,1
6019,19,6,Cyclophora puppillaria,2
6020,19,6,Idaea subsericeata,1
6021,17,6,Coscinia cribraria,1
6022,17,6,Tholera decimalis,5
6023,17,6,Eilema complana,11
6024,17,6,Luperina testacea,5
6025,17,6,Eugnorisma glareosa,1
6026,17,6,Xestia xanthographa,13
6027,17,6,Mythimna vitellina,1
6028,17,6,Noctua comes,1
6029,17,6,Agrotis trux,2
6030,17,6,Thalpophila vitalba,2
6031,17,6,Mesapamea secalis,2
6032,17,6,Hoplodrina hesperica,1
6033,17,6,Mythimna ferrago,1
6034,17,6,Cosmorhoe ocellata,2
6035,17,6,Epirrhoe alternataE,4
6036,17,6,Epirrhoe galiata,1
6037,17,6,Antitype chi,1
6038,17,6,Selidosema taeniolaria,1
6039,17,6,Mesoligia furuncula,1
6040,17,6,Selidosema pyrenaearia,1
6041,17,6,Xestia baja,1
6042,17,6,Peribatodes ilicaria,1
6043,17,6,Ochropleura plecta,1
6044,17,6,Pachycnemia tibiaria,1
6045,17,6,Scotopteryx peribolata,1
6046,17,6,Noctua pronuba,1
6047,17,6,Euxoa obelisca,1
6048,17,6,Gymnoscelis rufifasciata,1
6049,18,6,Gymnoscelis rufifasciata,9
6050,18,6,Phragmatobia fuliginosa,1
6051,18,6,Pachycnemia hippocastanaria,2
6052,18,6,Coscinia cribraria,1
6053,18,6,Tholera decimalis,10
6054,18,6,Eilema complana,7
6055,18,6,Stilbia AGGanomalaandalusiaca,2
6056,18,6,Luperina testacea,5
6057,18,6,Eugnorisma glareosa,3
6058,18,6,Xestia xanthographa,6
6059,18,6,Agrotis trux,1
6060,18,6,Thalpophila vitalba,3
6061,18,6,Leucochlaena oditis,1
6062,18,6,Hoplodrina hesperica,3
6063,18,6,Mythimna ferrago,1
6064,18,6,Xestia baja,1
6065,18,6,Pseudoterpna coronillaria,1
6066,18,6,Cosmorhoe ocellata,1
6067,18,6,Selidosema taeniolaria,3
6068,18,6,Mesoligia furuncula,1
6069,18,6,Scotopteryx peribolata,2
6070,18,6,Noctua pronuba,2
6071,18,6,Colostygia pectinataria,1
6072,18,6,Mythimna sicula,1
6073,18,6,Noctua janthe,1
6074,18,6,Omphaloscelis lunosa,2
6075,18,6,Notodonta dromedarius,1
6076,18,6,Agrotis exclamationis,1
6077,18,6,Eupithecia icterata,2
6078,18,6,Agrotis bigramma,1
6080,18,6,Euxoa obelisca,1
6081,21,6,Isturgia miniosaria,1
6082,21,6,Gymnoscelis rufifasciata,2
6083,21,6,Pachycnemia hippocastanaria,1
6084,21,6,Coscinia cribraria,1
6085,21,6,Tholera decimalis,7
6086,21,6,Eilema complana,2
6087,21,6,Luperina testacea,10
6088,21,6,Eugnorisma glareosa,1
6089,21,6,Trigonophora haasi,1
6090,21,6,Xestia xanthographa,11
6091,21,6,Mythimna vitellina,1
6092,21,6,Xestia agathina,1
6093,21,6,Menophra abruptaria,1
6094,21,6,Agrotis trux,2
6095,21,6,Leucochlaena oditis,1
6096,21,6,Mythimna ferrago,4
6097,21,6,Cosmorhoe ocellata,4
6098,21,6,Selidosema taeniolaria,2
6099,21,6,Scotopteryx peribolata,2
6100,21,6,Eupithecia icterata,1
6101,21,6,Eilema caniola,1
6102,21,6,Scotopteryx coelinaria,2
6103,21,6,Eilema pygmaeola,3
6104,20,6,Gymnoscelis rufifasciata,1
6105,20,6,Phragmatobia fuliginosa,1
6106,20,6,Pachycnemia hippocastanaria,1
6107,20,6,Coscinia cribraria,2
6108,20,6,Tholera decimalis,7
6109,20,6,Eilema complana,2
6110,20,6,Luperina testacea,2
6111,20,6,Eugnorisma glareosa,2
6112,20,6,Xestia xanthographa,20
6113,20,6,Mythimna vitellina,1
6114,20,6,Noctua comes,2
6115,20,6,Thalpophila vitalba,4
6116,20,6,Hoplodrina hesperica,1
6117,20,6,Mythimna ferrago,3
6118,20,6,Noctua interjecta,1
6119,20,6,Cosmorhoe ocellata,3
6120,20,6,Epirrhoe alternataE,3
6121,20,6,Antitype chi,1
6122,20,6,Selidosema taeniolaria,1
6123,20,6,Xestia baja,2
6124,20,6,Peribatodes ilicaria,1
6125,20,6,Scotopteryx peribolata,1
6126,20,6,Omphaloscelis lunosa,1
6127,20,6,Hyles livornica,1
6128,20,6,Mythimna conigera,1
6129,20,6,Diachrysia chrysitis,1
6130,20,6,Hydriomena furcata,1
6131,20,6,Eupithecia centaureata,1
6132,20,6,Euxoa obelisca,1
6133,16,6,Gymnoscelis rufifasciata,10
6134,16,6,Phragmatobia fuliginosa,2
6135,16,6,Pachycnemia hippocastanaria,2
6136,16,6,Coscinia cribraria,1
6137,16,6,Tholera decimalis,5
6138,16,6,Eilema complana,2
6139,16,6,Stilbia AGGanomalaandalusiaca,1
6140,16,6,Luperina testacea,2
6141,16,6,Eugnorisma glareosa,1
6142,16,6,Xestia xanthographa,6
6143,16,6,Mythimna ferrago,1
6144,16,6,Cosmorhoe ocellata,1
6145,16,6,Epirrhoe alternataE,1
6146,16,6,Antitype chi,1
6147,16,6,Xestia baja,1
6148,16,6,Peribatodes ilicaria,1
6149,16,6,Ochropleura plecta,1
6150,16,6,Noctua pronuba,1
6151,16,6,Mythimna sicula,1
6152,16,6,Omphaloscelis lunosa,1
6153,16,6,Tephronia sepiaria,1
6154,16,6,Agrotis bigramma,1
6155,16,6,Cyclophora puppillaria,1
6156,16,6,Euxoa obelisca,1
6157,15,6,Isturgia miniosaria,2
6158,15,6,Pachycnemia hippocastanaria,2
6159,15,6,Tholera decimalis,5
6160,15,6,Eilema complana,10
6161,15,6,Luperina testacea,11
6162,15,6,Eugnorisma glareosa,6
6163,15,6,Trigonophora haasi,4
6164,15,6,Xestia xanthographa,19
6165,15,6,Mythimna vitellina,1
6166,15,6,Xestia agathina,4
6167,15,6,Agrotis trux,3
6168,15,6,Thalpophila vitalba,3
6169,15,6,Leucochlaena oditis,4
6170,15,6,Hoplodrina hesperica,1
6171,15,6,Mythimna ferrago,2
6172,15,6,Noctua interjecta,1
6173,15,6,Pseudoterpna coronillaria,1
6174,15,6,Cosmorhoe ocellata,1
6175,15,6,Ochropleura plecta,1
6176,15,6,Scotopteryx peribolata,1
6177,15,6,Noctua janthe,1
6178,15,6,Eilema caniola,1
6179,15,6,Scotopteryx coelinaria,3
6180,15,6,Eilema pygmaeola,1
6181,15,6,Mythimna conigera,1
6182,15,6,Ennomos alniaria,1
6183,15,6,Agrotis segetum,1
6184,15,6,Hoplodrina ambigua,2
6185,15,6,Polymixis lichenea,1
6186,15,6,Euxoa obelisca,2
6187,25,6,Eilema complana,22
6188,25,6,Pachycnemia hippocastanaria,28
6189,25,6,Mythimna ferrago,7
6190,25,6,Apamea monoglypha,2
6191,25,6,Eugnorisma glareosa,14
6192,25,6,Hoplodrina hesperica,7
6193,25,6,Hoplodrina ambigua,1
6194,25,6,Xestia xanthographa,14
6195,25,6,Scotopteryx peribolata,1
6196,25,6,Polymixis xanthomista,4
6197,25,6,Trigonophora haasi,14
6198,25,6,Agrotis trux,13
6199,25,6,Luperina testacea,21
6200,25,6,Lycophotia erythrina,2
6201,25,6,Thalpophila vitalba,5
6202,25,6,Noctua interjecta,1
6203,25,6,Selidosema taeniolaria,1
6204,25,6,Xestia agathina,27
6205,25,6,Camptogramma bilineata,1
6206,25,6,Omphaloscelis lunosa,2
6207,25,6,Mesapamea secalis,4
6208,25,6,Gymnoscelis rufifasciata,3
6209,25,6,Mythimna vitellina,2
6210,25,6,Mythimna sicula,1
6211,25,6,Isturgia miniosaria,3
6212,25,6,Eilema uniola,1
6213,25,6,Agrotis segetum,1
6214,25,6,Autographa gamma,2
6215,25,6,Stilbia AGGanomalaandalusiaca,2
6216,25,6,Agrotis bigramma,1
6217,25,6,Xestia baja,3
6218,25,6,Cymbalophora pudica,2
6219,25,6,Leucania putrescens,1
6220,25,6,Drepana curvatula,1
6221,25,6,Eilema caniola,1
6222,25,6,Tholera decimalis,1
6223,25,6,Noctua tirrenica,1
6224,25,6,Noctua janthe,2
6225,25,6,Euxoa obelisca,1
6226,25,6,Eilema pygmaeola,1
6227,25,6,Mythimna albipuncta,1
6229,25,6,Eupithecia icterata,1
6230,25,6,Euxoa tritici,1
6231,25,6,Euphyia frustata,1
6232,23,6,Eilema complana,30
6233,23,6,Pachycnemia hippocastanaria,14
6234,23,6,Mythimna ferrago,6
6235,23,6,Eugnorisma glareosa,10
6236,23,6,Xestia xanthographa,18
6237,23,6,Trigonophora haasi,13
6238,23,6,Agrotis trux,22
6239,23,6,Luperina testacea,18
6240,23,6,Lycophotia erythrina,2
6241,23,6,Thalpophila vitalba,4
6242,23,6,Noctua interjecta,1
6243,23,6,Selidosema taeniolaria,1
6244,23,6,Xestia agathina,33
6245,23,6,Omphaloscelis lunosa,4
6246,23,6,Gymnoscelis rufifasciata,2
6247,23,6,Isturgia miniosaria,1
6248,23,6,Eilema uniola,1
6249,23,6,Agrotis segetum,1
6250,23,6,Xestia baja,2
6251,23,6,Leucania putrescens,2
6252,23,6,Drepana curvatula,1
6253,23,6,Eilema caniola,1
6254,23,6,Tholera decimalis,5
6255,23,6,Scotopteryx coelinaria,2
6256,23,6,Coscinia cribraria,1
6257,23,6,Nychiodes andalusiaria,1
6258,23,6,Phragmatobia fuliginosa,1
6259,23,6,Idaea contiguaria,1
6260,23,6,Pseudoterpna coronillaria,2
6261,23,6,Hoplodrina hesperica,6
6262,23,6,Thaumetopoea pityocampa,1
6263,24,6,Eilema complana,48
6264,24,6,Pachycnemia hippocastanaria,12
6265,24,6,Mythimna ferrago,4
6266,24,6,Apamea monoglypha,1
6267,24,6,Eugnorisma glareosa,6
6268,24,6,Xestia xanthographa,19
6269,24,6,Trigonophora haasi,4
6270,24,6,Agrotis trux,7
6271,24,6,Luperina testacea,18
6272,24,6,Thalpophila vitalba,6
6273,24,6,Selidosema taeniolaria,1
6274,24,6,Xestia agathina,23
6275,24,6,Gymnoscelis rufifasciata,2
6276,24,6,Mythimna vitellina,1
6277,24,6,Mythimna sicula,1
6278,24,6,Stilbia AGGanomalaandalusiaca,3
6279,24,6,Xestia baja,1
6280,24,6,Leucania putrescens,1
6281,24,6,Eilema caniola,2
6282,24,6,Tholera decimalis,2
6283,24,6,Scotopteryx coelinaria,2
6284,24,6,Coscinia cribraria,6
6285,24,6,Catocala nupta,1
6286,24,6,Catocala optata,1
6287,24,6,Mythimna conigera,3
6288,24,6,Epirrhoe galiata,1
6289,24,6,Habrosyne pyritoides,1
6290,24,6,Polymixis lichenea,1
6291,24,6,Pachycnemia tibiaria,2
6292,24,6,Mesoligia furuncula,2
6293,24,6,Amphipyra pyramidea,1
6294,24,6,Hoplodrina ambigua,1
6295,24,6,Hoplodrina hesperica,3
6296,22,6,Pachycnemia hippocastanaria,13
6297,22,6,Eugnorisma glareosa,9
6298,22,6,Xestia xanthographa,7
6299,22,6,Agrotis trux,1
6300,22,6,Luperina testacea,3
6301,22,6,Thalpophila vitalba,5
6302,22,6,Selidosema taeniolaria,2
6303,22,6,Xestia agathina,18
6304,22,6,Omphaloscelis lunosa,1
6305,22,6,Isturgia miniosaria,2
6306,22,6,Scotopteryx coelinaria,1
6307,22,6,Coscinia cribraria,4
6308,22,6,Pseudoterpna coronillaria,1
6309,22,6,Pachycnemia tibiaria,1
6310,22,6,Hydriomena furcata,3
6311,22,6,Xestia castanea,1
6312,22,6,Cosmorhoe ocellata,1
6313,22,6,Pseudenargia ulicis,1
6314,22,6,Noctua pronuba,2
6315,22,6,Eupithecia nanata,1
6316,27,6,Eilema complana,9
6317,27,6,Pachycnemia hippocastanaria,28
6318,27,6,Mythimna ferrago,2
6319,27,6,Eugnorisma glareosa,11
6320,27,6,Xestia xanthographa,11
6321,27,6,Trigonophora haasi,15
6322,27,6,Agrotis trux,2
6323,27,6,Luperina testacea,8
6324,27,6,Thalpophila vitalba,2
6325,27,6,Selidosema taeniolaria,2
6326,27,6,Xestia agathina,30
6327,27,6,Camptogramma bilineata,1
6328,27,6,Omphaloscelis lunosa,4
6329,27,6,Gymnoscelis rufifasciata,4
6330,27,6,Mythimna sicula,1
6331,27,6,Isturgia miniosaria,2
6332,27,6,Eilema uniola,1
6333,27,6,Autographa gamma,1
6334,27,6,Stilbia AGGanomalaandalusiaca,1
6335,27,6,Xestia baja,4
6336,27,6,Leucania putrescens,1
6337,27,6,Tholera decimalis,10
6338,27,6,Coscinia cribraria,5
6339,27,6,Pachycnemia tibiaria,4
6340,27,6,Xestia castanea,1
6341,27,6,Cosmorhoe ocellata,2
6342,27,6,Noctua pronuba,1
6343,27,6,Peribatodes rhomboidaria,2
6344,27,6,Menophra abruptaria,1
6345,27,6,Hoplodrina ambigua,1
6346,27,6,Noctua comes,1
6347,27,6,Cyclophora punctaria,1
6348,27,6,Eupithecia icterata,1
6349,27,6,Hoplodrina hesperica,1
6350,27,6,Agrotis bigramma,1
6351,28,6,Isturgia miniosaria,19
6352,28,6,Coscinia cribraria,8
6353,28,6,Pachycnemia hippocastanaria,15
6354,28,6,Eilema complana,19
6355,28,6,Crocallis dardoinaria,1
6356,28,6,Pachycnemia tibiaria,7
6357,28,6,Eugnorisma glareosa,20
6358,28,6,Trigonophora haasi,7
6359,28,6,Lycophotia erythrina,4
6360,28,6,Polymixis xanthomista,1
6361,28,6,Xestia agathina,57
6362,28,6,Hoplodrina ambigua,3
6363,28,6,Leucania putrescens,1
6364,28,6,Xestia xanthographa,13
6365,28,6,Stilbia AGGanomalaandalusiaca,2
6366,28,6,Selidosema taeniolaria,6
6367,28,6,Thalpophila vitalba,3
6368,28,6,Mythimna vitellina,1
6369,28,6,Mesotype didymata,2
6370,28,6,Lycophotia porphyrea,3
6371,28,6,Luperina testacea,2
6372,28,6,Colocasia coryli,1
6373,28,6,Agrotis trux,4
6374,28,6,Phragmatobia fuliginosa,1
6375,28,6,Agrotis segetum,1
6376,28,6,Selidosema pyrenaearia,1
6377,28,6,Mesapamea secalis,1
6378,28,6,Hoplodrina hesperica,5
6379,28,6,Acronicta rumicis,1
6380,28,6,Eupithecia nanata,1
6381,28,6,Cyclophora punctaria,1
6382,28,6,Gymnoscelis rufifasciata,1
6383,26,6,Coscinia cribraria,3
6384,26,6,Pachycnemia hippocastanaria,15
6385,26,6,Eilema complana,14
6386,26,6,Pachycnemia tibiaria,9
6387,26,6,Eugnorisma glareosa,49
6388,26,6,Trigonophora haasi,5
6389,26,6,Lycophotia erythrina,2
6390,26,6,Xestia agathina,73
6391,26,6,Hoplodrina ambigua,13
6392,26,6,Xestia xanthographa,19
6393,26,6,Stilbia AGGanomalaandalusiaca,1
6394,26,6,Selidosema taeniolaria,2
6395,26,6,Thalpophila vitalba,4
6396,26,6,Luperina testacea,4
6397,26,6,Agrotis trux,27
